application_date,segment,branch_id,state,zone,case_count
30/04/18,1,35,TAMIL NADU,SOUTH,7
01/05/18,1,35,TAMIL NADU,SOUTH,0
02/05/18,1,35,TAMIL NADU,SOUTH,7
03/05/18,1,35,TAMIL NADU,SOUTH,8
04/05/18,1,35,TAMIL NADU,SOUTH,5
05/05/18,1,35,TAMIL NADU,SOUTH,6
06/05/18,1,35,TAMIL NADU,SOUTH,2
07/05/18,1,35,TAMIL NADU,SOUTH,8
08/05/18,1,35,TAMIL NADU,SOUTH,3
09/05/18,1,35,TAMIL NADU,SOUTH,3
10/05/18,1,35,TAMIL NADU,SOUTH,11
11/05/18,1,35,TAMIL NADU,SOUTH,8
12/05/18,1,35,TAMIL NADU,SOUTH,5
13/05/18,1,35,TAMIL NADU,SOUTH,0
14/05/18,1,35,TAMIL NADU,SOUTH,8
15/05/18,1,35,TAMIL NADU,SOUTH,7
16/05/18,1,35,TAMIL NADU,SOUTH,4
17/05/18,1,35,TAMIL NADU,SOUTH,15
18/05/18,1,35,TAMIL NADU,SOUTH,12
19/05/18,1,35,TAMIL NADU,SOUTH,5
20/05/18,1,35,TAMIL NADU,SOUTH,0
21/05/18,1,35,TAMIL NADU,SOUTH,9
22/05/18,1,35,TAMIL NADU,SOUTH,4
23/05/18,1,35,TAMIL NADU,SOUTH,9
24/05/18,1,35,TAMIL NADU,SOUTH,6
25/05/18,1,35,TAMIL NADU,SOUTH,2
26/05/18,1,35,TAMIL NADU,SOUTH,12
27/05/18,1,35,TAMIL NADU,SOUTH,1
28/05/18,1,35,TAMIL NADU,SOUTH,10
29/05/18,1,35,TAMIL NADU,SOUTH,7
30/05/18,1,35,TAMIL NADU,SOUTH,10
31/05/18,1,35,TAMIL NADU,SOUTH,17
01/06/18,1,35,TAMIL NADU,SOUTH,6
02/06/18,1,35,TAMIL NADU,SOUTH,8
03/06/18,1,35,TAMIL NADU,SOUTH,0
04/06/18,1,35,TAMIL NADU,SOUTH,9
05/06/18,1,35,TAMIL NADU,SOUTH,3
06/06/18,1,35,TAMIL NADU,SOUTH,11
07/06/18,1,35,TAMIL NADU,SOUTH,8
08/06/18,1,35,TAMIL NADU,SOUTH,6
09/06/18,1,35,TAMIL NADU,SOUTH,16
10/06/18,1,35,TAMIL NADU,SOUTH,0
11/06/18,1,35,TAMIL NADU,SOUTH,7
12/06/18,1,35,TAMIL NADU,SOUTH,6
13/06/18,1,35,TAMIL NADU,SOUTH,10
14/06/18,1,35,TAMIL NADU,SOUTH,11
15/06/18,1,35,TAMIL NADU,SOUTH,11
16/06/18,1,35,TAMIL NADU,SOUTH,7
17/06/18,1,35,TAMIL NADU,SOUTH,1
18/06/18,1,35,TAMIL NADU,SOUTH,15
19/06/18,1,35,TAMIL NADU,SOUTH,5
20/06/18,1,35,TAMIL NADU,SOUTH,9
21/06/18,1,35,TAMIL NADU,SOUTH,11
22/06/18,1,35,TAMIL NADU,SOUTH,12
23/06/18,1,35,TAMIL NADU,SOUTH,9
24/06/18,1,35,TAMIL NADU,SOUTH,2
25/06/18,1,35,TAMIL NADU,SOUTH,17
26/06/18,1,35,TAMIL NADU,SOUTH,3
27/06/18,1,35,TAMIL NADU,SOUTH,14
28/06/18,1,35,TAMIL NADU,SOUTH,5
29/06/18,1,35,TAMIL NADU,SOUTH,8
30/06/18,1,35,TAMIL NADU,SOUTH,15
01/07/18,1,35,TAMIL NADU,SOUTH,0
02/07/18,1,35,TAMIL NADU,SOUTH,9
03/07/18,1,35,TAMIL NADU,SOUTH,11
04/07/18,1,35,TAMIL NADU,SOUTH,8
05/07/18,1,35,TAMIL NADU,SOUTH,11
06/07/18,1,35,TAMIL NADU,SOUTH,12
07/07/18,1,35,TAMIL NADU,SOUTH,10
08/07/18,1,35,TAMIL NADU,SOUTH,2
09/07/18,1,35,TAMIL NADU,SOUTH,12
10/07/18,1,35,TAMIL NADU,SOUTH,8
11/07/18,1,35,TAMIL NADU,SOUTH,13
12/07/18,1,35,TAMIL NADU,SOUTH,15
13/07/18,1,35,TAMIL NADU,SOUTH,6
14/07/18,1,35,TAMIL NADU,SOUTH,4
15/07/18,1,35,TAMIL NADU,SOUTH,5
16/07/18,1,35,TAMIL NADU,SOUTH,11
17/07/18,1,35,TAMIL NADU,SOUTH,11
18/07/18,1,35,TAMIL NADU,SOUTH,13
19/07/18,1,35,TAMIL NADU,SOUTH,11
20/07/18,1,35,TAMIL NADU,SOUTH,15
21/07/18,1,35,TAMIL NADU,SOUTH,13
22/07/18,1,35,TAMIL NADU,SOUTH,4
23/07/18,1,35,TAMIL NADU,SOUTH,13
24/07/18,1,35,TAMIL NADU,SOUTH,13
25/07/18,1,35,TAMIL NADU,SOUTH,16
26/07/18,1,35,TAMIL NADU,SOUTH,8
27/07/18,1,35,TAMIL NADU,SOUTH,14
28/07/18,1,35,TAMIL NADU,SOUTH,12
29/07/18,1,35,TAMIL NADU,SOUTH,0
30/07/18,1,35,TAMIL NADU,SOUTH,18
31/07/18,1,35,TAMIL NADU,SOUTH,21
01/08/18,1,35,TAMIL NADU,SOUTH,15
02/08/18,1,35,TAMIL NADU,SOUTH,0
03/08/18,1,35,TAMIL NADU,SOUTH,15
04/08/18,1,35,TAMIL NADU,SOUTH,8
05/08/18,1,35,TAMIL NADU,SOUTH,0
06/08/18,1,35,TAMIL NADU,SOUTH,18
07/08/18,1,35,TAMIL NADU,SOUTH,8
08/08/18,1,35,TAMIL NADU,SOUTH,0
09/08/18,1,35,TAMIL NADU,SOUTH,11
10/08/18,1,35,TAMIL NADU,SOUTH,11
11/08/18,1,35,TAMIL NADU,SOUTH,22
12/08/18,1,35,TAMIL NADU,SOUTH,1
13/08/18,1,35,TAMIL NADU,SOUTH,6
14/08/18,1,35,TAMIL NADU,SOUTH,5
15/08/18,1,35,TAMIL NADU,SOUTH,12
16/08/18,1,35,TAMIL NADU,SOUTH,8
17/08/18,1,35,TAMIL NADU,SOUTH,9
18/08/18,1,35,TAMIL NADU,SOUTH,11
19/08/18,1,35,TAMIL NADU,SOUTH,1
20/08/18,1,35,TAMIL NADU,SOUTH,10
21/08/18,1,35,TAMIL NADU,SOUTH,11
22/08/18,1,35,TAMIL NADU,SOUTH,17
23/08/18,1,35,TAMIL NADU,SOUTH,15
24/08/18,1,35,TAMIL NADU,SOUTH,12
25/08/18,1,35,TAMIL NADU,SOUTH,7
26/08/18,1,35,TAMIL NADU,SOUTH,0
27/08/18,1,35,TAMIL NADU,SOUTH,14
28/08/18,1,35,TAMIL NADU,SOUTH,11
29/08/18,1,35,TAMIL NADU,SOUTH,10
30/08/18,1,35,TAMIL NADU,SOUTH,10
31/08/18,1,35,TAMIL NADU,SOUTH,26
01/09/18,1,35,TAMIL NADU,SOUTH,0
02/09/18,1,35,TAMIL NADU,SOUTH,0
03/09/18,1,35,TAMIL NADU,SOUTH,5
04/09/18,1,35,TAMIL NADU,SOUTH,9
05/09/18,1,35,TAMIL NADU,SOUTH,8
06/09/18,1,35,TAMIL NADU,SOUTH,15
07/09/18,1,35,TAMIL NADU,SOUTH,10
08/09/18,1,35,TAMIL NADU,SOUTH,14
09/09/18,1,35,TAMIL NADU,SOUTH,6
10/09/18,1,35,TAMIL NADU,SOUTH,11
11/09/18,1,35,TAMIL NADU,SOUTH,11
12/09/18,1,35,TAMIL NADU,SOUTH,17
13/09/18,1,35,TAMIL NADU,SOUTH,33
14/09/18,1,35,TAMIL NADU,SOUTH,15
15/09/18,1,35,TAMIL NADU,SOUTH,10
16/09/18,1,35,TAMIL NADU,SOUTH,2
17/09/18,1,35,TAMIL NADU,SOUTH,17
18/09/18,1,35,TAMIL NADU,SOUTH,12
19/09/18,1,35,TAMIL NADU,SOUTH,11
20/09/18,1,35,TAMIL NADU,SOUTH,15
21/09/18,1,35,TAMIL NADU,SOUTH,19
22/09/18,1,35,TAMIL NADU,SOUTH,16
23/09/18,1,35,TAMIL NADU,SOUTH,4
24/09/18,1,35,TAMIL NADU,SOUTH,13
25/09/18,1,35,TAMIL NADU,SOUTH,11
26/09/18,1,35,TAMIL NADU,SOUTH,15
27/09/18,1,35,TAMIL NADU,SOUTH,25
28/09/18,1,35,TAMIL NADU,SOUTH,12
29/09/18,1,35,TAMIL NADU,SOUTH,16
30/09/18,1,35,TAMIL NADU,SOUTH,19
01/10/18,1,35,TAMIL NADU,SOUTH,7
02/10/18,1,35,TAMIL NADU,SOUTH,0
03/10/18,1,35,TAMIL NADU,SOUTH,12
04/10/18,1,35,TAMIL NADU,SOUTH,10
05/10/18,1,35,TAMIL NADU,SOUTH,16
06/10/18,1,35,TAMIL NADU,SOUTH,9
07/10/18,1,35,TAMIL NADU,SOUTH,2
08/10/18,1,35,TAMIL NADU,SOUTH,19
09/10/18,1,35,TAMIL NADU,SOUTH,5
10/10/18,1,35,TAMIL NADU,SOUTH,14
11/10/18,1,35,TAMIL NADU,SOUTH,17
12/10/18,1,35,TAMIL NADU,SOUTH,11
13/10/18,1,35,TAMIL NADU,SOUTH,12
14/10/18,1,35,TAMIL NADU,SOUTH,6
15/10/18,1,35,TAMIL NADU,SOUTH,16
16/10/18,1,35,TAMIL NADU,SOUTH,20
17/10/18,1,35,TAMIL NADU,SOUTH,33
18/10/18,1,35,TAMIL NADU,SOUTH,31
19/10/18,1,35,TAMIL NADU,SOUTH,21
20/10/18,1,35,TAMIL NADU,SOUTH,13
21/10/18,1,35,TAMIL NADU,SOUTH,4
22/10/18,1,35,TAMIL NADU,SOUTH,15
23/10/18,1,35,TAMIL NADU,SOUTH,10
24/10/18,1,35,TAMIL NADU,SOUTH,13
25/10/18,1,35,TAMIL NADU,SOUTH,13
26/10/18,1,35,TAMIL NADU,SOUTH,14
27/10/18,1,35,TAMIL NADU,SOUTH,12
28/10/18,1,35,TAMIL NADU,SOUTH,4
29/10/18,1,35,TAMIL NADU,SOUTH,18
30/10/18,1,35,TAMIL NADU,SOUTH,17
31/10/18,1,35,TAMIL NADU,SOUTH,40
01/11/18,1,35,TAMIL NADU,SOUTH,0
02/11/18,1,35,TAMIL NADU,SOUTH,0
03/11/18,1,35,TAMIL NADU,SOUTH,18
04/11/18,1,35,TAMIL NADU,SOUTH,6
05/11/18,1,35,TAMIL NADU,SOUTH,30
06/11/18,1,35,TAMIL NADU,SOUTH,28
07/11/18,1,35,TAMIL NADU,SOUTH,35
08/11/18,1,35,TAMIL NADU,SOUTH,9
09/11/18,1,35,TAMIL NADU,SOUTH,20
10/11/18,1,35,TAMIL NADU,SOUTH,11
11/11/18,1,35,TAMIL NADU,SOUTH,4
12/11/18,1,35,TAMIL NADU,SOUTH,12
13/11/18,1,35,TAMIL NADU,SOUTH,21
14/11/18,1,35,TAMIL NADU,SOUTH,19
15/11/18,1,35,TAMIL NADU,SOUTH,10
16/11/18,1,35,TAMIL NADU,SOUTH,8
17/11/18,1,35,TAMIL NADU,SOUTH,8
18/11/18,1,35,TAMIL NADU,SOUTH,0
19/11/18,1,35,TAMIL NADU,SOUTH,14
20/11/18,1,35,TAMIL NADU,SOUTH,11
21/11/18,1,35,TAMIL NADU,SOUTH,17
22/11/18,1,35,TAMIL NADU,SOUTH,14
23/11/18,1,35,TAMIL NADU,SOUTH,8
24/11/18,1,35,TAMIL NADU,SOUTH,11
25/11/18,1,35,TAMIL NADU,SOUTH,5
26/11/18,1,35,TAMIL NADU,SOUTH,15
27/11/18,1,35,TAMIL NADU,SOUTH,8
28/11/18,1,35,TAMIL NADU,SOUTH,18
29/11/18,1,35,TAMIL NADU,SOUTH,15
30/11/18,1,35,TAMIL NADU,SOUTH,16
01/12/18,1,35,TAMIL NADU,SOUTH,0
02/12/18,1,35,TAMIL NADU,SOUTH,0
03/12/18,1,35,TAMIL NADU,SOUTH,11
04/12/18,1,35,TAMIL NADU,SOUTH,4
05/12/18,1,35,TAMIL NADU,SOUTH,7
06/12/18,1,35,TAMIL NADU,SOUTH,19
07/12/18,1,35,TAMIL NADU,SOUTH,12
08/12/18,1,35,TAMIL NADU,SOUTH,8
09/12/18,1,35,TAMIL NADU,SOUTH,2
10/12/18,1,35,TAMIL NADU,SOUTH,9
11/12/18,1,35,TAMIL NADU,SOUTH,14
12/12/18,1,35,TAMIL NADU,SOUTH,22
13/12/18,1,35,TAMIL NADU,SOUTH,11
14/12/18,1,35,TAMIL NADU,SOUTH,17
15/12/18,1,35,TAMIL NADU,SOUTH,9
16/12/18,1,35,TAMIL NADU,SOUTH,1
17/12/18,1,35,TAMIL NADU,SOUTH,13
18/12/18,1,35,TAMIL NADU,SOUTH,13
19/12/18,1,35,TAMIL NADU,SOUTH,15
20/12/18,1,35,TAMIL NADU,SOUTH,10
21/12/18,1,35,TAMIL NADU,SOUTH,16
22/12/18,1,35,TAMIL NADU,SOUTH,11
23/12/18,1,35,TAMIL NADU,SOUTH,2
24/12/18,1,35,TAMIL NADU,SOUTH,18
25/12/18,1,35,TAMIL NADU,SOUTH,13
26/12/18,1,35,TAMIL NADU,SOUTH,8
27/12/18,1,35,TAMIL NADU,SOUTH,22
28/12/18,1,35,TAMIL NADU,SOUTH,18
29/12/18,1,35,TAMIL NADU,SOUTH,13
30/12/18,1,35,TAMIL NADU,SOUTH,6
31/12/18,1,35,TAMIL NADU,SOUTH,51
01/01/19,1,35,TAMIL NADU,SOUTH,0
02/01/19,1,35,TAMIL NADU,SOUTH,20
03/01/19,1,35,TAMIL NADU,SOUTH,12
04/01/19,1,35,TAMIL NADU,SOUTH,15
05/01/19,1,35,TAMIL NADU,SOUTH,16
06/01/19,1,35,TAMIL NADU,SOUTH,3
07/01/19,1,35,TAMIL NADU,SOUTH,9
08/01/19,1,35,TAMIL NADU,SOUTH,11
09/01/19,1,35,TAMIL NADU,SOUTH,23
10/01/19,1,35,TAMIL NADU,SOUTH,28
11/01/19,1,35,TAMIL NADU,SOUTH,23
12/01/19,1,35,TAMIL NADU,SOUTH,17
13/01/19,1,35,TAMIL NADU,SOUTH,11
14/01/19,1,35,TAMIL NADU,SOUTH,36
15/01/19,1,35,TAMIL NADU,SOUTH,50
16/01/19,1,35,TAMIL NADU,SOUTH,30
17/01/19,1,35,TAMIL NADU,SOUTH,14
18/01/19,1,35,TAMIL NADU,SOUTH,34
19/01/19,1,35,TAMIL NADU,SOUTH,21
20/01/19,1,35,TAMIL NADU,SOUTH,5
21/01/19,1,35,TAMIL NADU,SOUTH,24
22/01/19,1,35,TAMIL NADU,SOUTH,11
23/01/19,1,35,TAMIL NADU,SOUTH,21
24/01/19,1,35,TAMIL NADU,SOUTH,23
25/01/19,1,35,TAMIL NADU,SOUTH,23
26/01/19,1,35,TAMIL NADU,SOUTH,14
27/01/19,1,35,TAMIL NADU,SOUTH,8
28/01/19,1,35,TAMIL NADU,SOUTH,13
29/01/19,1,35,TAMIL NADU,SOUTH,11
30/01/19,1,35,TAMIL NADU,SOUTH,21
31/01/19,1,35,TAMIL NADU,SOUTH,33
01/02/19,1,35,TAMIL NADU,SOUTH,0
02/02/19,1,35,TAMIL NADU,SOUTH,5
03/02/19,1,35,TAMIL NADU,SOUTH,4
04/02/19,1,35,TAMIL NADU,SOUTH,36
05/02/19,1,35,TAMIL NADU,SOUTH,11
06/02/19,1,35,TAMIL NADU,SOUTH,17
07/02/19,1,35,TAMIL NADU,SOUTH,17
08/02/19,1,35,TAMIL NADU,SOUTH,43
09/02/19,1,35,TAMIL NADU,SOUTH,0
10/02/19,1,35,TAMIL NADU,SOUTH,7
11/02/19,1,35,TAMIL NADU,SOUTH,13
12/02/19,1,35,TAMIL NADU,SOUTH,13
13/02/19,1,35,TAMIL NADU,SOUTH,9
14/02/19,1,35,TAMIL NADU,SOUTH,13
15/02/19,1,35,TAMIL NADU,SOUTH,28
16/02/19,1,35,TAMIL NADU,SOUTH,26
17/02/19,1,35,TAMIL NADU,SOUTH,3
18/02/19,1,35,TAMIL NADU,SOUTH,18
19/02/19,1,35,TAMIL NADU,SOUTH,14
20/02/19,1,35,TAMIL NADU,SOUTH,19
21/02/19,1,35,TAMIL NADU,SOUTH,24
22/02/19,1,35,TAMIL NADU,SOUTH,13
23/02/19,1,35,TAMIL NADU,SOUTH,16
24/02/19,1,35,TAMIL NADU,SOUTH,4
25/02/19,1,35,TAMIL NADU,SOUTH,23
26/02/19,1,35,TAMIL NADU,SOUTH,17
27/02/19,1,35,TAMIL NADU,SOUTH,14
28/02/19,1,35,TAMIL NADU,SOUTH,29
01/03/19,1,35,TAMIL NADU,SOUTH,9
02/03/19,1,35,TAMIL NADU,SOUTH,1
03/03/19,1,35,TAMIL NADU,SOUTH,0
04/03/19,1,35,TAMIL NADU,SOUTH,24
05/03/19,1,35,TAMIL NADU,SOUTH,20
06/03/19,1,35,TAMIL NADU,SOUTH,22
07/03/19,1,35,TAMIL NADU,SOUTH,6
08/03/19,1,35,TAMIL NADU,SOUTH,23
09/03/19,1,35,TAMIL NADU,SOUTH,8
10/03/19,1,35,TAMIL NADU,SOUTH,0
11/03/19,1,35,TAMIL NADU,SOUTH,17
12/03/19,1,35,TAMIL NADU,SOUTH,17
13/03/19,1,35,TAMIL NADU,SOUTH,24
14/03/19,1,35,TAMIL NADU,SOUTH,12
15/03/19,1,35,TAMIL NADU,SOUTH,18
16/03/19,1,35,TAMIL NADU,SOUTH,10
17/03/19,1,35,TAMIL NADU,SOUTH,2
18/03/19,1,35,TAMIL NADU,SOUTH,31
19/03/19,1,35,TAMIL NADU,SOUTH,9
20/03/19,1,35,TAMIL NADU,SOUTH,18
21/03/19,1,35,TAMIL NADU,SOUTH,18
22/03/19,1,35,TAMIL NADU,SOUTH,16
23/03/19,1,35,TAMIL NADU,SOUTH,15
24/03/19,1,35,TAMIL NADU,SOUTH,0
25/03/19,1,35,TAMIL NADU,SOUTH,25
26/03/19,1,35,TAMIL NADU,SOUTH,10
27/03/19,1,35,TAMIL NADU,SOUTH,14
28/03/19,1,35,TAMIL NADU,SOUTH,8
29/03/19,1,35,TAMIL NADU,SOUTH,16
30/03/19,1,35,TAMIL NADU,SOUTH,15
31/03/19,1,35,TAMIL NADU,SOUTH,21
01/04/19,1,35,TAMIL NADU,SOUTH,0
02/04/19,1,35,TAMIL NADU,SOUTH,3
03/04/19,1,35,TAMIL NADU,SOUTH,18
04/04/19,1,35,TAMIL NADU,SOUTH,14
05/04/19,1,35,TAMIL NADU,SOUTH,7
06/04/19,1,35,TAMIL NADU,SOUTH,20
07/04/19,1,35,TAMIL NADU,SOUTH,4
08/04/19,1,35,TAMIL NADU,SOUTH,18
09/04/19,1,35,TAMIL NADU,SOUTH,13
10/04/19,1,35,TAMIL NADU,SOUTH,33
11/04/19,1,35,TAMIL NADU,SOUTH,28
12/04/19,1,35,TAMIL NADU,SOUTH,17
13/04/19,1,35,TAMIL NADU,SOUTH,15
14/04/19,1,35,TAMIL NADU,SOUTH,17
15/04/19,1,35,TAMIL NADU,SOUTH,15
16/04/19,1,35,TAMIL NADU,SOUTH,9
17/04/19,1,35,TAMIL NADU,SOUTH,13
18/04/19,1,35,TAMIL NADU,SOUTH,5
19/04/19,1,35,TAMIL NADU,SOUTH,17
20/04/19,1,35,TAMIL NADU,SOUTH,13
21/04/19,1,35,TAMIL NADU,SOUTH,1
22/04/19,1,35,TAMIL NADU,SOUTH,19
23/04/19,1,35,TAMIL NADU,SOUTH,19
24/04/19,1,35,TAMIL NADU,SOUTH,18
25/04/19,1,35,TAMIL NADU,SOUTH,13
26/04/19,1,35,TAMIL NADU,SOUTH,16
27/04/19,1,35,TAMIL NADU,SOUTH,9
28/04/19,1,35,TAMIL NADU,SOUTH,1
29/04/19,1,35,TAMIL NADU,SOUTH,26
30/04/19,1,35,TAMIL NADU,SOUTH,11
01/05/19,1,35,TAMIL NADU,SOUTH,20
02/05/19,1,35,TAMIL NADU,SOUTH,23
03/05/19,1,35,TAMIL NADU,SOUTH,27
04/05/19,1,35,TAMIL NADU,SOUTH,12
05/05/19,1,35,TAMIL NADU,SOUTH,1
06/05/19,1,35,TAMIL NADU,SOUTH,11
07/05/19,1,35,TAMIL NADU,SOUTH,14
08/05/19,1,35,TAMIL NADU,SOUTH,17
09/05/19,1,35,TAMIL NADU,SOUTH,16
10/05/19,1,35,TAMIL NADU,SOUTH,19
11/05/19,1,35,TAMIL NADU,SOUTH,9
12/05/19,1,35,TAMIL NADU,SOUTH,0
13/05/19,1,35,TAMIL NADU,SOUTH,18
14/05/19,1,35,TAMIL NADU,SOUTH,15
15/05/19,1,35,TAMIL NADU,SOUTH,20
16/05/19,1,35,TAMIL NADU,SOUTH,15
17/05/19,1,35,TAMIL NADU,SOUTH,19
18/05/19,1,35,TAMIL NADU,SOUTH,16
19/05/19,1,35,TAMIL NADU,SOUTH,7
20/05/19,1,35,TAMIL NADU,SOUTH,18
21/05/19,1,35,TAMIL NADU,SOUTH,10
22/05/19,1,35,TAMIL NADU,SOUTH,17
23/05/19,1,35,TAMIL NADU,SOUTH,20
24/05/19,1,35,TAMIL NADU,SOUTH,12
25/05/19,1,35,TAMIL NADU,SOUTH,12
26/05/19,1,35,TAMIL NADU,SOUTH,3
27/05/19,1,35,TAMIL NADU,SOUTH,21
28/05/19,1,35,TAMIL NADU,SOUTH,5
29/05/19,1,35,TAMIL NADU,SOUTH,15
30/05/19,1,35,TAMIL NADU,SOUTH,22
31/05/19,1,35,TAMIL NADU,SOUTH,21
01/06/19,1,35,TAMIL NADU,SOUTH,13
02/06/19,1,35,TAMIL NADU,SOUTH,3
03/06/19,1,35,TAMIL NADU,SOUTH,40
04/06/19,1,35,TAMIL NADU,SOUTH,7
05/06/19,1,35,TAMIL NADU,SOUTH,21
06/06/19,1,35,TAMIL NADU,SOUTH,16
07/06/19,1,35,TAMIL NADU,SOUTH,30
08/06/19,1,35,TAMIL NADU,SOUTH,26
09/06/19,1,35,TAMIL NADU,SOUTH,3
10/06/19,1,35,TAMIL NADU,SOUTH,20
11/06/19,1,35,TAMIL NADU,SOUTH,14
12/06/19,1,35,TAMIL NADU,SOUTH,22
13/06/19,1,35,TAMIL NADU,SOUTH,28
14/06/19,1,35,TAMIL NADU,SOUTH,23
15/06/19,1,35,TAMIL NADU,SOUTH,10
16/06/19,1,35,TAMIL NADU,SOUTH,4
17/06/19,1,35,TAMIL NADU,SOUTH,12
18/06/19,1,35,TAMIL NADU,SOUTH,13
19/06/19,1,35,TAMIL NADU,SOUTH,30
20/06/19,1,35,TAMIL NADU,SOUTH,15
21/06/19,1,35,TAMIL NADU,SOUTH,24
22/06/19,1,35,TAMIL NADU,SOUTH,17
23/06/19,1,35,TAMIL NADU,SOUTH,3
24/06/19,1,35,TAMIL NADU,SOUTH,26
25/06/19,1,35,TAMIL NADU,SOUTH,16
26/06/19,1,35,TAMIL NADU,SOUTH,17
27/06/19,1,35,TAMIL NADU,SOUTH,19
28/06/19,1,35,TAMIL NADU,SOUTH,14
29/06/19,1,35,TAMIL NADU,SOUTH,17
30/06/19,1,35,TAMIL NADU,SOUTH,6
01/07/19,1,35,TAMIL NADU,SOUTH,22
02/07/19,1,35,TAMIL NADU,SOUTH,25
03/07/19,1,35,TAMIL NADU,SOUTH,11
04/07/19,1,35,TAMIL NADU,SOUTH,31
05/07/19,1,35,TAMIL NADU,SOUTH,0
01/04/17,1,36,ASSAM,EAST,5
03/04/17,1,36,ASSAM,EAST,0
04/04/17,1,36,ASSAM,EAST,0
05/04/17,1,36,ASSAM,EAST,37
07/04/17,1,36,ASSAM,EAST,47
12/04/17,1,36,ASSAM,EAST,68
13/04/17,1,36,ASSAM,EAST,73
14/04/17,1,36,ASSAM,EAST,17
15/04/17,1,36,ASSAM,EAST,10
16/04/17,1,36,ASSAM,EAST,7
17/04/17,1,36,ASSAM,EAST,51
18/04/17,1,36,ASSAM,EAST,47
19/04/17,1,36,ASSAM,EAST,41
20/04/17,1,36,ASSAM,EAST,56
21/04/17,1,36,ASSAM,EAST,53
22/04/17,1,36,ASSAM,EAST,26
23/04/17,1,36,ASSAM,EAST,7
24/04/17,1,36,ASSAM,EAST,53
25/04/17,1,36,ASSAM,EAST,37
26/04/17,1,36,ASSAM,EAST,40
27/04/17,1,36,ASSAM,EAST,36
28/04/17,1,36,ASSAM,EAST,39
29/04/17,1,36,ASSAM,EAST,25
30/04/17,1,36,ASSAM,EAST,173
01/05/17,1,36,ASSAM,EAST,31
02/05/17,1,36,ASSAM,EAST,5
03/05/17,1,36,ASSAM,EAST,2
04/05/17,1,36,ASSAM,EAST,1
05/05/17,1,36,ASSAM,EAST,81
07/05/17,1,36,ASSAM,EAST,15
08/05/17,1,36,ASSAM,EAST,0
09/05/17,1,36,ASSAM,EAST,1
10/05/17,1,36,ASSAM,EAST,56
11/05/17,1,36,ASSAM,EAST,36
12/05/17,1,36,ASSAM,EAST,48
13/05/17,1,36,ASSAM,EAST,35
14/05/17,1,36,ASSAM,EAST,6
15/05/17,1,36,ASSAM,EAST,52
16/05/17,1,36,ASSAM,EAST,39
17/05/17,1,36,ASSAM,EAST,50
18/05/17,1,36,ASSAM,EAST,46
19/05/17,1,36,ASSAM,EAST,54
20/05/17,1,36,ASSAM,EAST,32
21/05/17,1,36,ASSAM,EAST,2
22/05/17,1,36,ASSAM,EAST,60
23/05/17,1,36,ASSAM,EAST,42
24/05/17,1,36,ASSAM,EAST,41
25/05/17,1,36,ASSAM,EAST,49
26/05/17,1,36,ASSAM,EAST,52
27/05/17,1,36,ASSAM,EAST,30
28/05/17,1,36,ASSAM,EAST,3
29/05/17,1,36,ASSAM,EAST,64
30/05/17,1,36,ASSAM,EAST,45
31/05/17,1,36,ASSAM,EAST,173
01/06/17,1,36,ASSAM,EAST,0
02/06/17,1,36,ASSAM,EAST,23
03/06/17,1,36,ASSAM,EAST,19
04/06/17,1,36,ASSAM,EAST,14
05/06/17,1,36,ASSAM,EAST,43
06/06/17,1,36,ASSAM,EAST,3
07/06/17,1,36,ASSAM,EAST,46
08/06/17,1,36,ASSAM,EAST,42
09/06/17,1,36,ASSAM,EAST,64
10/06/17,1,36,ASSAM,EAST,35
11/06/17,1,36,ASSAM,EAST,3
12/06/17,1,36,ASSAM,EAST,76
13/06/17,1,36,ASSAM,EAST,20
14/06/17,1,36,ASSAM,EAST,56
15/06/17,1,36,ASSAM,EAST,70
16/06/17,1,36,ASSAM,EAST,55
17/06/17,1,36,ASSAM,EAST,43
18/06/17,1,36,ASSAM,EAST,5
19/06/17,1,36,ASSAM,EAST,71
20/06/17,1,36,ASSAM,EAST,61
21/06/17,1,36,ASSAM,EAST,72
22/06/17,1,36,ASSAM,EAST,57
23/06/17,1,36,ASSAM,EAST,82
24/06/17,1,36,ASSAM,EAST,69
25/06/17,1,36,ASSAM,EAST,20
26/06/17,1,36,ASSAM,EAST,32
27/06/17,1,36,ASSAM,EAST,77
28/06/17,1,36,ASSAM,EAST,68
29/06/17,1,36,ASSAM,EAST,67
30/06/17,1,36,ASSAM,EAST,305
01/07/17,1,36,ASSAM,EAST,56
02/07/17,1,36,ASSAM,EAST,0
05/07/17,1,36,ASSAM,EAST,27
06/07/17,1,36,ASSAM,EAST,4
07/07/17,1,36,ASSAM,EAST,4
10/07/17,1,36,ASSAM,EAST,70
11/07/17,1,36,ASSAM,EAST,51
12/07/17,1,36,ASSAM,EAST,48
13/07/17,1,36,ASSAM,EAST,50
14/07/17,1,36,ASSAM,EAST,45
15/07/17,1,36,ASSAM,EAST,32
16/07/17,1,36,ASSAM,EAST,11
17/07/17,1,36,ASSAM,EAST,70
18/07/17,1,36,ASSAM,EAST,54
19/07/17,1,36,ASSAM,EAST,59
20/07/17,1,36,ASSAM,EAST,60
21/07/17,1,36,ASSAM,EAST,83
22/07/17,1,36,ASSAM,EAST,34
23/07/17,1,36,ASSAM,EAST,14
24/07/17,1,36,ASSAM,EAST,82
25/07/17,1,36,ASSAM,EAST,48
